,image_id,image_path,ratio_category,entities,label,og_image
3337,54ba1ec0d85d45b1,original/images/OpenImages/54ba1ec0d85d45b1.jpg,,"['vase', 'rose']",real,
3338,a7feceea20efd89f_m02fq_6_22e65551_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_sunny_day.jpeg,bin5,"['cowboy hat', 'sun hat', 'fedora']",fake,a7feceea20efd89f
3356,74b714ee6721e879_m0hf58v5_afef6879_OpenImages_OpenJourney,p2p/OpenImages/SDv4/student.jpeg,bin2,"['luggage and bags', 'girl']",fake,74b714ee6721e879
3357,5f2c6ffc9d36ed35_m0cdn1_0819a50f_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/tall_tower.jpeg,bin3,"['hamburger', 'bread']",fake,5f2c6ffc9d36ed35
3361,9157d7a27084111b_m03m3pdh_01de6e4a_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/cloudy_day_on_a.jpeg,bin4,"['studio couch', 'sofa bed', 'couch']",fake,9157d7a27084111b
3363,e6e6865c1f6b8e87_m07j87_58cbe142_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/in_a_historic_town.jpeg,bin3,"['tomato', 'pizza']",fake,e6e6865c1f6b8e87
3373,a1b204b6512f9242_m0gd36_d0a3165f_OpenImages_OpenJourney,p2p/OpenImages/SDv4/narrow.jpeg,bin5,"['harbor seal', 'sea lion', 'otter']",fake,a1b204b6512f9242
3383,70a6c792e498bccc,original/images/OpenImages/70a6c792e498bccc.jpg,,"['studio couch', 'loveseat']",real,
3389,500b6180c0d29747_m0dv77_8a9c1ce6_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_a_forests.jpeg,bin2,"['winter melon', 'squash (plant)']",fake,500b6180c0d29747
3393,70a6c792e498bccc_m026qbn5_3d7adacf_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/on_a_stormy_day.jpeg,bin1,"['studio couch', 'loveseat']",fake,70a6c792e498bccc
3397,d1110b5eb76d4b0e,original/images/OpenImages/d1110b5eb76d4b0e.jpg,,"['orange (fruit)', 'grapefruit']",real,
3407,43200d1e5c86e555_m0jg57_442b2b39_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/on_a_snowy_day.jpeg,bin4,['bell pepper'],fake,43200d1e5c86e555
3417,3df749836e00ec37_m0dftk_41ce9862_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/skateboards.jpeg,bin1,"['goose', 'swan']",fake,3df749836e00ec37
3429,fe1580f27cfe4c67_m0fszt_120c73cc_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/spacious.jpeg,bin3,"['pastry', 'cake']",fake,fe1580f27cfe4c67
3434,abed8a82f3e24f22_m03q5c7_7f872a60_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/red.jpeg,bin4,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']",fake,abed8a82f3e24f22
3436,df6a51c635afe963_m04kkgm_55aa5bb9_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/for_a_brainstorming_session.jpeg,bin5,"['coffee cup', 'bowl', 'mug', 'mixing bowl']",fake,df6a51c635afe963
3443,eab69fe27b0d1b84_m06bt6_93974b9f_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/desert.jpeg,bin5,['reptile'],fake,eab69fe27b0d1b84
3447,d78ddd3457118747_m07fbm7_91d310d1_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/roots.jpeg,bin2,"['jug', 'pitcher (container)', 'strawberry']",fake,d78ddd3457118747
3459,958db65f66dd29ea,original/images/OpenImages/958db65f66dd29ea.jpg,,"['coffee cup', 'bowl']",real,
3465,a29e85514998dff0_m0cyhj__359415f2_OpenImages_OpenJourney,p2p/OpenImages/SDv4/park_near_the_ocean.jpeg,bin2,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']",fake,a29e85514998dff0
3473,faf6d30a2f4398af_m07mhn_7bda4aff_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/thick_coat.jpeg,bin2,"['roller skates', 'girl', 'trousers']",fake,faf6d30a2f4398af
3504,da3eaba337a1c0e4_m0jg57_f4d192dd_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/baby.jpeg,bin5,"['tomato', 'bell pepper', 'squash (plant)']",fake,da3eaba337a1c0e4
3517,da3eaba337a1c0e4_m07j87_29d96653_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_spacecraft.jpeg,bin5,"['tomato', 'bell pepper', 'squash (plant)']",fake,da3eaba337a1c0e4
3540,55917f4c7f266f73_m0k1tl_319427b1_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/arranged.jpeg,bin3,['pen'],fake,55917f4c7f266f73
3554,c861036dc15f8bca_m027pcv_7bb9332c_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/in_the_scorching_sun.jpeg,bin2,['zucchini'],fake,c861036dc15f8bca
3559,74b714ee6721e879_m0hf58v5_1ea14f78_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_the_glare.jpeg,bin2,"['luggage and bags', 'girl']",fake,74b714ee6721e879
3568,94e41c296bd7ffb3,original/images/OpenImages/94e41c296bd7ffb3.jpg,,"['missile', 'rocket']",real,
3592,e16d9f29e2462eea_m0jy4k_94e6f699_OpenImages_OpenJourney,p2p/OpenImages/SDv4/boys.jpeg,bin4,"['bagel', 'doughnut']",fake,e16d9f29e2462eea
3598,5fdedcd2143479b3,original/images/OpenImages/5fdedcd2143479b3.jpg,,"['saucer', 'coffee cup', 'bread']",real,
3605,1fe7a99c23f64885,original/images/OpenImages/1fe7a99c23f64885.jpg,,"['cattle', 'goat']",real,
3606,b281c337a69f4e52_m02p0tk3_546fea16_OpenImages_OpenJourney,p2p/OpenImages/SDv4/during_a_thunderstorm.jpeg,bin5,"['coffee (drink)', 'human body', 'saucer', 'coffee cup', 'tea']",fake,b281c337a69f4e52
3610,5fdedcd2143479b3_m02p5f1q_b6d40b99_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/a_dollop_of_caramel.jpeg,bin3,"['saucer', 'coffee cup', 'bread']",fake,5fdedcd2143479b3
3628,4b3cadd107cd92b1,original/images/OpenImages/4b3cadd107cd92b1.jpg,,"['cocktail', 'drink', 'juice']",real,
3647,fecf91dd4a41cd96_m0ch_cf_93a1ce5e_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/colorful.jpeg,bin1,"['goldfish', 'fish']",fake,fecf91dd4a41cd96
3656,925d1489dc88f3f3_m0cdn1_bf4e8ed6_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/handwritten_notebook.jpeg,bin4,['hamburger'],fake,925d1489dc88f3f3
3658,802539e8caa1611d_m0k4j_bec290b3_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/with_all_the_lights_on.jpeg,bin3,"['car', 'vehicle registration plate']",fake,802539e8caa1611d
3661,d19f33c0904d6776_m083wq_19f888ca_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_stone_mantelpiece_in_a_cabin.jpeg,bin2,"['wheel', 'bus']",fake,d19f33c0904d6776
3667,94e41c296bd7ffb3_m04ylt_e453696b_OpenImages_OpenJourney,p2p/OpenImages/SDv4/driveway.jpeg,bin2,"['missile', 'rocket']",fake,94e41c296bd7ffb3
3680,dc012ea9e1406bfa_m02jfl0_8ea79b20_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_the_wind.jpeg,bin3,"['sun hat', 'horse', 'sombrero']",fake,dc012ea9e1406bfa
3681,9157d7a27084111b_m02crq1_34c7238e_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/on_a_clear_day.jpeg,bin4,"['studio couch', 'sofa bed', 'couch']",fake,9157d7a27084111b
3685,fecf91dd4a41cd96_m0ch_cf_4149cf67_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_a_professional_match.jpeg,bin2,"['goldfish', 'fish']",fake,fecf91dd4a41cd96
3686,f884aa07d36a636f,original/images/OpenImages/f884aa07d36a636f.jpg,,['segway'],real,
3690,31c66704f5623e96_m01xq0k1_470300eb_OpenImages_OpenJourney,p2p/OpenImages/SDv4/deserted_island_beach.jpeg,bin5,"['cattle', 'bull']",fake,31c66704f5623e96
3719,4211b2a300991531_m0cmf2_24614f5b_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/sitting_on_a_bench.jpeg,bin4,['fixed-wing aircraft'],fake,4211b2a300991531
3721,05da9a3a550ceeed,original/images/OpenImages/05da9a3a550ceeed.jpg,,['ball (object)'],real,
3736,2646412c48fa2d2f_m015wgc_3fdf6526_OpenImages_StableDiffusion_XL,"p2p/ADE20K/OJ/piecece______++
.jpeg",bin3,['croissant'],fake,2646412c48fa2d2f
3748,3fc30c8644f09b0f_m07r04_ede98599_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/blurry.jpeg,bin5,"['truck', 'van', 'ambulance']",fake,3fc30c8644f09b0f
3749,97bd4d44d3eba27d_m01bqk0_e7019351_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/purple_fishtail.jpeg,bin3,"['man', 'bicycle wheel']",fake,97bd4d44d3eba27d
3762,2dd63a5811653e8d_m05kyg__8c49788e_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/gaming_system.jpeg,bin2,"['washing machine', 'chest of drawers']",fake,2dd63a5811653e8d
3764,dbc3c0da2f3d57d8_m09f20_1a694fe4_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/next_to_a_building_during_a_snowstorm.jpeg,bin2,['hippopotamus'],fake,dbc3c0da2f3d57d8
3765,35abdcbd62e7f8a4_m09j2d_92fb90d1_OpenImages_OpenJourney,p2p/OpenImages/SDv4/hot_air_ballooning_over.jpeg,bin3,['clothing'],fake,35abdcbd62e7f8a4
3771,abed8a82f3e24f22_m07clx_8500f8f1_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/an_elderly.jpeg,bin4,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']",fake,abed8a82f3e24f22
3798,e1ddd4103569fbab_m0gd36_640da9fb_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/in_a_minimalist_studio.jpeg,bin5,"['harbor seal', 'sea lion', 'carnivore']",fake,e1ddd4103569fbab
3805,764b7a05c634c23f,original/images/OpenImages/764b7a05c634c23f.jpg,,"['high heels', 'boot']",real,
3808,ebb9a47f006b7d49_m02p5f1q_9d18e4aa_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/foggy_day.jpeg,bin3,"['saucer', 'coffee cup', 'tea', 'coffee (drink)']",fake,ebb9a47f006b7d49
3822,500b6180c0d29747_m0dv77_5553a103_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/equestrians.jpeg,bin4,"['winter melon', 'squash (plant)']",fake,500b6180c0d29747
3838,4f104caa8ad41cdf,original/images/OpenImages/4f104caa8ad41cdf.jpg,,['pastry'],real,
3850,adc6cb08fcafcf77_m01xq0k1_0350796c_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_a_zoo_animal_exhibition.jpeg,bin3,['cattle'],fake,adc6cb08fcafcf77
3861,6a951ffda4eb0a0b_m0c29q_aaa1beaf_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/hailstones_hammering_against_the_bike.jpeg,bin4,"['leopard', 'cheetah', 'jaguar (animal)']",fake,6a951ffda4eb0a0b
3909,516a2419668bd201_m0hkxq_0f4ac47a_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/rusty.jpeg,bin1,['broccoli'],fake,516a2419668bd201
3927,8e5632d35c91e78d,original/images/OpenImages/8e5632d35c91e78d.jpg,,"['cucumber', 'squash (plant)', 'zucchini']",real,
3973,58a0c796e16d767e_m01c648_913664ae_OpenImages_OpenJourney,p2p/OpenImages/SDv4/tennis_ball.jpeg,bin4,"['laptop', 'vase', 'flowerpot']",fake,58a0c796e16d767e
3977,4f104caa8ad41cdf_m0hnyx_aedced21_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/sculpture.jpeg,bin3,['pastry'],fake,4f104caa8ad41cdf
3981,a0620646a2b9d6e7_m09k_b_c81ea6ff_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/in_the_rain.jpeg,bin4,"['cocktail', 'juice', 'lemon (plant)']",fake,a0620646a2b9d6e7
3997,279ca908e642fd7a_m0283dt1_a38102e3_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/colorful.jpeg,bin2,"['boy', 'human mouth']",fake,279ca908e642fd7a
3999,43200d1e5c86e555_m0jg57_63b6588b_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/on_a_breezy_day.jpeg,bin5,['bell pepper'],fake,43200d1e5c86e555
4003,fb43156f7d0a6b94_m0_cp5_1ef7033e_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/black.jpeg,bin1,"['platter', 'oyster']",fake,fb43156f7d0a6b94
4004,e1065d5f5dbeac8b_m050k8_ea724a27_OpenImages_OpenJourney,p2p/OpenImages/SDv4/standing_in_front_of.jpeg,bin5,['mobile phone'],fake,e1065d5f5dbeac8b
4022,9c226d0fe33db772,original/images/OpenImages/9c226d0fe33db772.jpg,,['rose'],real,
4028,781a6f4611f566b7,original/images/OpenImages/781a6f4611f566b7.jpg,,"['bottle', 'beer']",real,
4043,56401bf3ff33c9ed_m01xyhv_755b1dc6_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/dogs.jpeg,bin4,['suit'],fake,56401bf3ff33c9ed
4075,ee2687b634bb8fbe_m015wgc_a9d392f2_OpenImages_OpenJourney,p2p/OpenImages/SDv4/gray.jpeg,bin2,"['croissant', 'bread']",fake,ee2687b634bb8fbe
4079,f7dc53f11acde989_m01dwwc_28e2520f_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/on_a_misty_winter_day.jpeg,bin4,['pancake'],fake,f7dc53f11acde989
4104,4f7111413fecde01_m06k2mb_8e8ae3b8_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_snowy_day.jpeg,bin4,['high heels'],fake,4f7111413fecde01
4109,f45544793dac3d4c,original/images/OpenImages/f45544793dac3d4c.jpg,,['elephant'],real,
4124,1290db73f773e299,original/images/OpenImages/1290db73f773e299.jpg,,"['tomato', 'carrot']",real,
4127,5de7fc6ecb724cff_m07mhn_86811b89_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/during_a_fireworks_show.jpeg,bin2,"['tie', 'trousers']",fake,5de7fc6ecb724cff
4138,9c226d0fe33db772_m06m11_fb517060_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/under_the_sunshine.jpeg,bin1,['rose'],fake,9c226d0fe33db772
4141,df6a51c635afe963_m03hj559_a91e4d6b_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/on_a_rainy_day.jpeg,bin5,"['coffee cup', 'bowl', 'mug', 'mixing bowl']",fake,df6a51c635afe963
4153,74b714ee6721e879_m0hf58v5_5e605181_OpenImages_OpenJourney,p2p/OpenImages/SDv4/recklessly.jpeg,bin2,"['luggage and bags', 'girl']",fake,74b714ee6721e879
4190,63cb39d5401e1a6e_m01gkx__6a12c50c_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/balcony.jpeg,bin2,"['woman', 'swimwear']",fake,63cb39d5401e1a6e
4204,1fe7a99c23f64885_m03fwl_5cf9caaa_OpenImages_Kandinsky_2_2,"p2p/OpenImages/SDv5/man's____++
_best_friend.jpeg",bin1,"['cattle', 'goat']",fake,1fe7a99c23f64885
4216,2646412c48fa2d2f,original/images/OpenImages/2646412c48fa2d2f.jpg,,['croissant'],real,
4218,1993005e3e47a261_m0fly7_18191fca_OpenImages_OpenJourney,p2p/OpenImages/SDv4/blue_and_yellow.jpeg,bin1,"['jeans', 'trousers', 'human body']",fake,1993005e3e47a261
4230,6d1bfe7adfaf407d_m01nkt_7df09d42_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/layer.jpeg,bin4,"['hamburger', 'cheese']",fake,6d1bfe7adfaf407d
4231,f49b39356ee510f4_m03d443_2c667277_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/salad_bowl.jpeg,bin5,['rhinoceros'],fake,f49b39356ee510f4
4232,97bd4d44d3eba27d_m01bqk0_d6fd7d47_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/boy.jpeg,bin3,"['man', 'bicycle wheel']",fake,97bd4d44d3eba27d
4237,00812a688e387d43_m01bfm9_d7781747_OpenImages_OpenJourney,p2p/OpenImages/SDv4/natural.jpeg,bin4,['shorts'],fake,00812a688e387d43
4244,574c680e0b62ef73_m0120dh_01aa2644_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/zebras.jpeg,bin5,"['tortoise', 'sea turtle']",fake,574c680e0b62ef73
4245,b2916bddaa2d55eb_m021mn_c915f16e_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_the_sun.jpeg,bin3,['cookie'],fake,b2916bddaa2d55eb
4262,8865694899bc5737,original/images/OpenImages/8865694899bc5737.jpg,,['goose'],real,
4269,fa18e35a0def0b4f_m0cyhj__fa0bf32e_OpenImages_OpenJourney,p2p/OpenImages/SDv4/near_a_lamp.jpeg,bin2,['orange (fruit)'],fake,fa18e35a0def0b4f
4277,5c9e024962d5f0a7,original/images/OpenImages/5c9e024962d5f0a7.jpg,,['motorcycle'],real,
4278,253425099d3393de_m01cmb2_7d7de923_OpenImages_OpenJourney,p2p/OpenImages/SDv4/parrot.jpeg,bin5,"['miniskirt', 'jeans']",fake,253425099d3393de
4323,574c680e0b62ef73_m011k07_762a3a4c_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/dog.jpeg,bin5,"['tortoise', 'sea turtle']",fake,574c680e0b62ef73
4333,d563d1c04e5cf154_m01226z_9234f248_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_a_school.jpeg,bin3,['football'],fake,d563d1c04e5cf154
4334,ffa70a65bc910ea4,original/images/OpenImages/ffa70a65bc910ea4.jpg,,"['studio couch', 'couch']",real,
4346,fd280d46f9488014,original/images/OpenImages/fd280d46f9488014.jpg,,['dress'],real,
4363,b281c337a69f4e52_m02vqfm_b5bd6eee_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/couple.jpeg,bin4,"['coffee (drink)', 'human body', 'saucer', 'coffee cup', 'tea']",fake,b281c337a69f4e52
4368,d5e7c31e225379d9_m01j3zr_e55ecfc4_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/clear.jpeg,bin4,['burrito'],fake,d5e7c31e225379d9
4403,9e38e554494bd9a5,original/images/OpenImages/9e38e554494bd9a5.jpg,,"['duck', 'swan']",real,
4425,574c680e0b62ef73_m011k07_762a3a4c_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/snowy_road_in.jpeg,bin5,"['tortoise', 'sea turtle']",fake,574c680e0b62ef73
4437,be3e49b80af4e60c_m015p6_18749db3_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/lg_watch.jpeg,bin4,"['bird', 'chicken']",fake,be3e49b80af4e60c
4446,f84355fd72ad8eb1_m0388q_9c6f2620_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/sheep.jpeg,bin2,['grape'],fake,f84355fd72ad8eb1
4459,d563d1c04e5cf154_m01226z_9234f248_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/with_only_a_towel_and_a_razor_displayed.jpeg,bin3,['football'],fake,d563d1c04e5cf154
4463,875338d0d45abc20_m0cyhj__3bddb370_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/painting_of_a.jpeg,bin3,"['cocktail', 'orange (fruit)', 'juice', 'lemon (plant)']",fake,875338d0d45abc20
4464,bbfe88937357fd71_m02zvsm_890be05e_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/towels.jpeg,bin5,"['tart', 'tomato', 'cheese', 'bread']",fake,bbfe88937357fd71
4467,5c9e024962d5f0a7_m04_sv_df3b233a_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/green.jpeg,bin5,['motorcycle'],fake,5c9e024962d5f0a7
4497,63cdf8c23f197ee5_m01bjv_1d8284df_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/through_the_countryside_in_the_winter.jpeg,bin1,['bus'],fake,63cdf8c23f197ee5
4505,b728aa6f4c5280e3,original/images/OpenImages/b728aa6f4c5280e3.jpg,,"['vase', 'flowerpot']",real,
4507,2dd63a5811653e8d,original/images/OpenImages/2dd63a5811653e8d.jpg,,"['washing machine', 'chest of drawers']",real,
4520,b728aa6f4c5280e3_m02s195_f807b138_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_wooden_table.jpeg,bin3,"['vase', 'flowerpot']",fake,b728aa6f4c5280e3
4523,b81faf1b4bff0153,original/images/OpenImages/b81faf1b4bff0153.jpg,,['canoe'],real,
4550,875338d0d45abc20_m09k_b_589d2492_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/busy_street.jpeg,bin4,"['cocktail', 'orange (fruit)', 'juice', 'lemon (plant)']",fake,875338d0d45abc20
4579,1993005e3e47a261,original/images/OpenImages/1993005e3e47a261.jpg,,"['jeans', 'trousers', 'human body']",real,
4588,591039865a4d874a_m050k8_c6645567_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/and_a_dog_with_a_collars_and_a_collar_around_its_neck.jpeg,bin1,"['mobile phone', 'ipod']",fake,591039865a4d874a
4596,3d37a6b6be146c12_m03fwl_a0fbb0f8_OpenImages_OpenJourney,p2p/OpenImages/SDv4/under_a_rainbow.jpeg,bin1,['goat'],fake,3d37a6b6be146c12
4630,bff3e167dd9ba4e8,original/images/OpenImages/bff3e167dd9ba4e8.jpg,,"['muffin', 'cake']",real,
4632,a273f504b47d0670_m01yrx_7e16ca94_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/a_frosty_morning.jpeg,bin5,"['carnivore', 'cat']",fake,a273f504b47d0670
4666,89d8c4de1f2f3f07_m01m2v_dfc66fe6_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_clear_day.jpeg,bin3,"['laptop', 'computer keyboard']",fake,89d8c4de1f2f3f07
4678,8440b82a456faf37_m0fszt_24523a37_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/sleek.jpeg,bin2,['cake'],fake,8440b82a456faf37
4688,f45544793dac3d4c_m0bwd_0j_0a55c29d_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/territory_in_a_countryside.jpeg,bin4,['elephant'],fake,f45544793dac3d4c
4725,33e9b80ec55e4689_m02dl1y_e786a1ad_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_the_snowfall.jpeg,bin3,['hat'],fake,33e9b80ec55e4689
4735,b2ebfacff545ad09_m0242l_b52c0917_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/cats.jpeg,bin3,['coin'],fake,b2ebfacff545ad09
4755,77342c4f2ac0f91b,original/images/OpenImages/77342c4f2ac0f91b.jpg,,"['goose', 'duck', 'swan']",real,
4760,e1ddd4103569fbab,original/images/OpenImages/e1ddd4103569fbab.jpg,,"['harbor seal', 'sea lion', 'carnivore']",real,
4764,dde0f0d1cb4c50dc,original/images/OpenImages/dde0f0d1cb4c50dc.jpg,,['carnivore'],real,
4785,63cb39d5401e1a6e_m01gkx__6a12c50c_OpenImages_OpenJourney,p2p/OpenImages/SDv4/during_a_blizzard.jpeg,bin2,"['woman', 'swimwear']",fake,63cb39d5401e1a6e
4809,0ab071932a440ed7,original/images/OpenImages/0ab071932a440ed7.jpg,,"['pastry', 'pizza']",real,
4812,b2a369f311184a17,original/images/OpenImages/b2a369f311184a17.jpg,,"['eagle', 'raven']",real,
4829,fe1580f27cfe4c67_m0fszt_18a5b5bc_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/on_a_table_in_a_restaurant.jpeg,bin3,"['pastry', 'cake']",fake,fe1580f27cfe4c67
4843,bff3e167dd9ba4e8_m01tcjp_e014c3e6_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_quiet_winter_afternoon.jpeg,bin4,"['muffin', 'cake']",fake,bff3e167dd9ba4e8
4846,ddb2047a165799b4_m024g6_6a6e67c7_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/in_front_of_a_military_base.jpeg,bin4,"['cocktail', 'juice']",fake,ddb2047a165799b4
4869,701d9f182fd8b979,original/images/OpenImages/701d9f182fd8b979.jpg,,"['coffee cup', 'bowl', 'mixing bowl']",real,
4882,221b481a8ee7e11d_m09k_b_b8b4b199_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/at_a_stoplight.jpeg,bin5,"['grapefruit', 'lemon (plant)']",fake,221b481a8ee7e11d
4886,4f104caa8ad41cdf_m0hnyx_d6448676_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/quarry.jpeg,bin2,['pastry'],fake,4f104caa8ad41cdf
4899,a29e85514998dff0_m04kkgm_1e2b0a67_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/ham_radio.jpeg,bin5,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']",fake,a29e85514998dff0
4903,001a695ad732152b,original/images/OpenImages/001a695ad732152b.jpg,,['sun hat'],real,
4924,89d8c4de1f2f3f07,original/images/OpenImages/89d8c4de1f2f3f07.jpg,,"['laptop', 'computer keyboard']",real,
4954,e86eaa23da78ed96_m0h2r6_c7a2144b_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/on_a_windy_day.jpeg,bin5,"['van', 'limousine']",fake,e86eaa23da78ed96
4957,9c226d0fe33db772_m06m11_bf150c2d_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/cute.jpeg,bin4,['rose'],fake,9c226d0fe33db772
4963,ceec94afe83824f8_m09728_0fff56df_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/on_a_hot_day.jpeg,bin5,['bread'],fake,ceec94afe83824f8
4964,b22737782d386723_m01gkx__93159175_OpenImages_OpenJourney,p2p/OpenImages/SDv4/flea_collar.jpeg,bin3,"['human ear', 'swimwear', 'human mouth']",fake,b22737782d386723
4990,4211b2a300991531_m0cmf2_24614f5b_OpenImages_OpenJourney,p2p/OpenImages/SDv4/dolphin.jpeg,bin4,['fixed-wing aircraft'],fake,4211b2a300991531
4991,74b714ee6721e879_m0hf58v5_5e605181_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/restaurant.jpeg,bin2,"['luggage and bags', 'girl']",fake,74b714ee6721e879
5027,da3eaba337a1c0e4_m0dv77_26616148_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/potted_plant.jpeg,bin5,"['tomato', 'bell pepper', 'squash (plant)']",fake,da3eaba337a1c0e4
5028,e470100eed3c6c1e_m01gkx__87f3f4c5_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/small.jpeg,bin1,"['woman', 'volleyball (ball)', 'swimwear', 'man']",fake,e470100eed3c6c1e
5039,31c66704f5623e96_m0cnyhnx_957547c9_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/standing_behind_a.jpeg,bin5,"['cattle', 'bull']",fake,31c66704f5623e96
5041,22d9e033dadee2ab_m01fh4r_c1dd581a_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/narrow.jpeg,bin5,"['jug', 'vase', 'teapot', 'pitcher (container)']",fake,22d9e033dadee2ab
5042,58a0c796e16d767e_m01c648_913664ae_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/foggy.jpeg,bin4,"['laptop', 'vase', 'flowerpot']",fake,58a0c796e16d767e
5043,229069c3eadf0cc4,original/images/OpenImages/229069c3eadf0cc4.jpg,,['coffee cup'],real,
